"ZoteroID","Title","Publication Year","Author"
"ZAP9GRWX","Faecal analysis of southern right whales (Eubalaena australis) in Peninsula Valdes calving ground, Argentina: Calanus australis, a key prey species",2016,"D'Agostino, Valeria C.; Hoffmeyer, Monica S.; Degrati, Mariana"
"N5GHE8W9","Feeding of fin whales (Balaenoptera physalus) off Iceland - diurnal and seasonal variation and possible rates.",1997,"Vikingsson, Gisli A."
"AKCHF9AQ","Feeding habits of the Guiana dolphin, Sotalia guianensis (Cetacea: Delphinidae), in Norte Bay, southern Brazil",2011,"Daura-Jorge, Fabio G.; Wedekin, Leonardo L.; Simoes-Lopes, Paulo C."
"7FVWRZF6","Feeding Strategies and Prey Consumption of Three Baleen Whale Species within the Kuroshio-Current Extension.",2009,"Konishi, Kenji; Tamura, Tsutomu; Isoda, Tatsuya; Okamoto, Ryosuke; Hakamada, Takashi; Kiwada, Hiroshi; Matsuoka, Koji"
"T37IJNMI","Feeding rates and under-ice foraging strategies of the smallest lunge filter feeder, the Antarctic minke whale (Balaenoptera bonaerensis)",2014,"Friedlaender, A. S.; Goldbogen, J. A.; Nowacek, D. P.; Read, A. J.; Johnston, D.; Gales, N."
"4FFKB9ZS","Feeding ecology of striped dolphins, Stenella coeruleoalba, in the north-western Mediterranean Sea based on stable isotope analyses",2012,"Meissner, A. M.; MacLeod, C. D.; Richard, P.; Ridoux, V.; Pierce, G."
"DCIM6XWF","Feeding aggregation and aggressive interaction between bottlenose (Tursiops truncatus) and Commerson's dolphins (Cephalorhynchus commersonii) in Patagonia, Argentina",2010,"Coscarella, Mariano A.; Crespo, Enrique A."
"QBGCR7FX","Feeding, distribution, and reproductive behavior of cyamids (Crustacea: Amphipoda) living on humpback and right whales",1996,"Rowntree, V. J."
"S8SN7FVQ","Fatal cetacean morbillivirus infection in an Australian offshore bottlenose dolphin (Tursiops truncatus)",2011,"Stone, B. M.; Blyde, D. J.; Saliki, J. T.; Blas-Machado, U.; Bingham, J.; Hyatt, A.; Wang, J.; Payne, J.; Crameri, S."
"7Q89XCMP","Stereology of the Neocortex in Odontocetes: Qualitative, Quantitative, and Functional Implications",2011,"Kern, A.; Siebert, U.; Cozzi, B.; Hof, P. R.; Oelschlaeger, H. H. A."
"ASIRGQ6Z","SCALING OF INSULATION IN SEALS AND WHALES",1993,"RYG, M.; LYDERSEN, C.; KNUTSEN, LO; BJORGE, A.; SMITH, TG; ORITSLAND, NA"
"2R2E49KX","Scale-dependent habitat use by a large free-ranging predator, the Mediterranean fin whale",2009,"Cotte, Cedric; Guinet, Christophe; Taupier-Letage, Isabelle; Mate, Bruce; Petiau, Estelle"
"7IKKKPE3","Early experience in habitat choice by humpback whales (Megaptera novaeangliae)",1998,"Weinrich, M."
"9UN9SXJ7","Dolphin foraging sounds suppress calling and elevate stress hormone levels in a prey species, the Gulf toadfish",2006,"Remage-Healey, Luke; Nowacek, Douglas P.; Bass, Andrew H."
"7XXWWT8D","The influence of buoyancy, and drag on the dive behaviour of an Arctic seabird, the Thick-billed Murre",2007,"Elliott, Kyle H.; Davoren, Gall K.; Gaston, Anthony J."
"SJMR2CGG","The influence of habitat and time of day on the occurrence of odontocete vocalizations in Onslow Bay, North Carolina",2013,"Hodge, Lynne E. W.; Bell, Joel T.; Kumar, Anurag; Read, Andrew J."
"T56WSW8W","The Impact of Predation by Marine Mammals on Patagonian Toothfish Longline Fisheries",2015,"Soeffker, Marta; Trathan, Phil; Clark, James; Collins, Martin A.; Belchier, Mark; Scott, Robert"
"NPU89IWF","Swimming speeds of singing and non-singing humpback whales during migration",2007,"Noad, Michael J.; Cato, Douglas H."
"K246RGH3","Strandings of Beaked Whales (Ziphiidae) in Galicia (NW Spain) between 1990 and 2013",2016,"Covelo, Pablo; Martinez-Cedeira, Jose A.; Llavona, Angela; Diaz, Juan I.; Lopez, Alfredo"
"TSA7JM9G","Stomach contents of sperm whales Physeter macrocephalus stranded in the North Sea 1990-1996",1999,"Santos, M. B.; Pierce, G. J.; Boyle, P. R.; Reid, R. J.; Ross, H. M.; Patterson, I. A. P.; Kinze, C. C.; Tougaard, S.; Lick, R.; Piatkowski, U.; Hernandez-Garcia, V."
"BW55N48H","Springtime transport and retention of Calanus finmarchicus in Massachusetts and Cape Cod Bays, USA, and implications for right whale foraging",2007,"Jiang, Mingshun; Brown, Moira W.; Turner, Jefferson T.; Kenney, Robert D.; Mayo, Charles A.; Zhang, Zibiao; Zhou, Meng"
"48EQES7M","Stomach contents of delphinids from Rio de Janeiro, southeastern Brazil.",2001,"Di Beneditto, Ana Paula Madeira; Ramos, Renata Maria Arruda; Siciliano, Salvatore; Aguiar dos Santos, Roberta; Fagundes-Netto, Eduardo; Bastos, Gastao"
"MUVZ2ZUB","Stranded dolphin stomach contents represent the free-ranging population's diet",2013,"Dunshea, Glenn; Barros, Nelio B.; McCabe, Elizabeth J. Berens; Gales, Nicholas J.; Hindell, Mark A.; Jarman, Simon N.; Wells, Randall S."
"6DCF5W9Z","Stable isotopes in southern right whale (Eubalaena australis) baleen as indicators of seasonal movements, feeding and growth",1996,"Best, P. B.; Schell, D. M."
"2RPWHM6I","Stable isotope analysis of baleen reveals resource partitioning among sympatric rorquals and population structure in fin whales",2013,"Ryan, Conor; McHugh, Brendan; Trueman, Clive N.; Sabin, Richard; Deaville, Robert; Harrod, Chris; Berrow, Simon D.; O'Connor, Ian"
"DU5JZM4A","Stable isotope and trace element status of subsistence-hunted bowhead and beluga whales in Alaska and gray whales in Chukotka",2006,"Dehn, L. A.; Follmann, E. H.; Rosa, C.; Duffy, L. K.; Thomas, D. L.; Bratton, G. R.; Taylor, R. J.; O'Hara, T. M."
"SR2JJE56","Stable isotope and trace element status of subsistence hunted bowhead and beluga whales in Alaska and gray whales in Chukotka",2004,"Dehn, Larissa-A.; Rosa, Cheryl; Follmann, Erich H.; Duffy, Lawrence K.; Bratton, Gerald R.; O'Hara, Todd M."
"EM7GGZD6","Stable carbon and nitrogen isotope analysis reveals seasonal variation in the diet of leopard seals",2005,"Hall-Aspland, S. A.; Rogers, T. L.; Canfield, R. B."
"TRXITEMH","Sperm whales reduce foraging effort during exposure to 1-2 kHz sonar and killer whale sounds",2016,"Isojunno, Saana; Cure, Charlotte; Kvadsheim, Petter Helgevold; Lam, Frans-Peter Alexander; Tyack, Peter Lloyd; Wensveen, Paul Jacobus; Miller, Patrick James O'Malley"
"END74U5I","Spatial variation of heat flux in Steller sea lions: evidence for consistent avenues of heat exchange along the body trunk",2005,"Willis, K.; Horning, M.; Rosen, D. A. S.; Trites, A. W."
"BIFRB5KP","Spatiotemporal patterns of distribution of large predatory sharks in Calabria (central Mediterranean, southern Italy)",2012,"Sperone, Emilio; Parise, Giovanni; Leone, Agostino; Milazzo, Concetta; Circosta, Vincenzo; Santoro, Gloriano; Paolillo, Giuseppe; Micarelli, Primo; Tripepi, Sandro"
"ZQRV7WKX","Spatial association between hotspots of baleen whales and demographic patterns of Antarctic krill Euphausia superba suggests size-dependent predation",2010,"Santora, Jarrod A.; Reiss, Christian S.; Loeb, Valerie J.; Veit, Richard R."
"T6D7WBI8","Southern Right Whale (Eubalaena australis) Reproductive Success is Influenced by Krill (Euphausia superba) Density and Climate",2016,"Seyboth, Elisa; Groch, Karina R.; Dalla Rosa, Luciano; Reid, Keith; Flores, Paulo A. C.; Secchi, Eduardo R."
"B3QBCV2S","Southern Ocean iron fertilization by baleen whales and Antarctic krill",2010,"Nicol, Stephen; Bowie, Andrew; Jarman, Simon; Lannuzel, Delphine; Meiners, Klaus M.; van der Merwe, Pier"
"NCRPXJKZ","Spatial and temporal trends in the distribution of harbour porpoises, white-beaked dolphins and minke whales off Aberdeenshire (UK), north-western North Sea",2007,"Weir, Caroline R.; Stockin, Karen A.; Pierce, Graham J."
"MX7B3ISU","Surfacing and diving behaviour of free-ranging Ganges river dolphin, Platanista gangetica gangetica",2010,"Sinha, R. K.; Sinha, Samir Kumar; Sharma, Gopal; Kedia, D. K."
"RMKSPXXH","Time dependent activity pattern of Ganges river dolphin Platanista gangetica gangetica and its response to human presence in upper Ganges River, India",2013,"Bashir, Tawqir; Khan, Afifullah; Behera, Sandeep Kumar; Gautam, Parikshit"
"XIV8FIZC","Social organization of marine Tucuxi dolphins, Sotalia guianensis, in the Cananeia Estuary of southeastern Brazil",2008,"De Oliveira Santos, Marcos Cesar; Rosso, Sergio"
"MH7EGNK8","The response of marine tucuxis (Sotalia fluviatilis) towards tourist boats involves avoidance behaviour and a reduction in foraging",2008,"Carrera, M. L.; Favaro, E. G. P.; Souto, A."
"7PGMZ9RB","Behavioral patterns and movement intensity of Sotalia guianensis (P. J. van Beneden) (Cetacea, Delphinidae) in two different areas on the Brazilian coast",2007,"Daura-Jorge, Fabio G.; Rossi-Santos, Marcos R.; Wedekin, Leonardo L.; Simoes-Lopes, Paulo C."
"ND82UGE4","Seasonal and daily patterns of group size, cohesion and activity of the estuarine dolphin, Sotalia gulanensis (P.) van Beneden) (Cetacea, Delphinidae), in southern Brazil",2005,"Daura-Lorge, F. G.; Wedekin, L. L.; Piacentini, V. D.; Simoes-Lopes, P. C."
"NTQE6RBN","Captive-Born Intergeneric Hybrid of a Guiana and Bottlenose Dolphin: Sotalia guianensis x Tursiops truncatus",2010,"Caballero, S.; Baker, C. S."
"UEQD8MK7","Social interactions between tucuxis and bottlenose dolphins in Gandoca-Manzanillo, Costa Rica.",2005,"Acevedo-Gutierrez, Alejandro; DiBerardinis, Ann; Larkin, Shawn; Larkin, Katrina; Forestell, Paul"
"H7STB9UK","Parental care behavior in the Guiana dolphin, Sotalia guianensis (Cetacea: Delphinidae), in Ilha Grande Bay, southeastern Brazil",2013,"Tardin, Rodrigo H. O.; Especie, Mariana A.; Lodi, Liliane; Simao, Sheila M."
"UKE59UZS","Behavior of estuarine dolphin, Sotalia guianensis (Cetacea, Delphinidae), in controlled boat traffic situation at southern coast of Rio Grande do Norte, Brazil",2009,"Tosi, Carolina H.; Ferreira, Renata G."
"2GPARFD7","Photo-Identification: A Reliable and Noninvasive Tool for Studying Pink River Dolphins (Inia geoffrensis)",2011,"Gomez-Salazar, Catalina; Trujillo, Fernando; Whitehead, Hal"
"U9EBC3IH","Assessing population parameters and trends of Guiana dolphins (Sotalia guianensis): An eight-year mark-recapture study",2012,"Cantor, Mauricio; Wedekin, Leonardo L.; Daura-Jorge, Fabio G.; Rossi-Santos, Marcos R.; Simoes-Lopes, Paulo C."
"DGHDH6QR","Habitat preferences of Guiana dolphins, Sotalia guianensis (Cetacea: Delphinidae), in Norte Bay, southern Brazil",2010,"Wedekin, Leonardo L.; Daura-Jorge, Fabio G.; Simoes-Lopes, Paulo C."
"CRIBWJHT","Large-scale seasonal distribution of fin whales (Balaenoptera physalus) in the central Mediterranean Sea",2008,"Aissi, Mehdi; Celona, Antonio; Comparetto, Giorgia; Mangano, Renata; Wuertz, Maurizio; Moulins, Aurelie"
"Q4EPZBAG","Tag retention, wound healing, and subsequent reproductive history of southern right whales following satellite-tagging",2015,"Best, Peter B.; Mate, Bruce; Lagerquist, Barbara"
"9XFSSTM7","Major Histocompatibility Complex (MHC) class II sequence polymorphism in long-finned pilot whale (Globicephala melas) from the North Atlantic",2016,"Monteiro, Slvia S.; Vingada, Jose V.; Lopez, Alfredo; Pierce, Graham J.; Ferreira, Marisa; Brownlow, Andrew; Mikkelsen, Bjarni; Niemeyer, Misty; Deaville, Robert J.; Eira, Catarina; Piertney, Stuart"
"7K5F6WX5","Re-assessment of the Conservation Status of the Indo-Pacific Humpback Dolphin (Sousa chinensis) Using the IUCN Red List Criteria",2016,"Jefferson, Thomas A.; Smith, Brian D."
"J29JNPUF","Frequent and prolonged nocturnal occupation of port areas by Yangtze finless porpoises (Neophocaena asiaeorientalis): Forced choice for feeding?",2015,"Wang, Zhitao; Akamatsu, Tomonari; Mei, Zhigang; Dong, Lijun; Imaizumi, Tomohito; Wang, Kexiong; Wang, Ding"
"UWA36SI2","Using stable isotope technique to study feeding habits of the finless porpoise (Neophocaena asiaeorientalis ssp. sunameri).",2016,"Zhichuang, Lu; Jiashen, Tian; Zhaohui, Wang; Zhiqiang, Ma; Jiabo, Han; Tianxiang, Gao"
"AVK6Q89U","Parentage-Based Group Composition and Dispersal Pattern Studies of the Yangtze Finless Porpoise Population in Poyang Lake",2016,"Chen, Minmin; Zheng, Yang; Hao, Yujiang; Mei, Zhigang; Wang, Kexiong; Zhao, Qingzhong; Zheng, Jinsong; Wang, Ding"
"E5U9NDMF","Comparative morphology of porpoise (Cetacea: Phocoenidae) pterygoid sinuses: Phylogenetic and functional implications",2013,"Racicot, Rachel A.; Berta, Annalisa"
"TJVNUZXS","Review of Population Status and Conservation Measures for Baiji and Yangtze Finless Porpoise",2016,"Wang, Ding; Wang, Kexiong; Hao, Yujiang; Zheng, Jinsong"
"CB7JZN6R","Comparison of acoustic structures between heads of a narrow-ridged finless porpoise fetus and its mother",2016,"Song, Zhongchang; Zhang, Yu; Wang, Xianyan; Wei, Chong; Berggren, Per"
"9GN7W8DF","Analysis of the diet of finless porpoise (Neophocaena asiaeorientalis sunameri) based on prey morphological characters and DNA barcoding",2016,"Lu, Zhichuang; Xu, Shengyong; Song, Na; Gao, Tianxiang; Tian, Jiashen; Han, Jiabo"
"CXCPX6XR","Arsenic accumulation in the liver tissue of marine mammals",2001,"Kubota, R.; Kunito, T.; Tanabe, S."
"Q2ZJP42H","Acoustic Property Reconstruction of a Neonate Yangtze Finless Porpoise's (Neophocaena asiaeorientalis) Head Based on CT Imaging",2015,"Wei, Chong; Wang, Zhitao; Song, Zhongchang; Wang, Kexiong; Wang, Ding; Au, Whitlow W. L.; Zhang, Yu"
"43NAX8DP","Riparian landscape change in Poyang Lake.",2016,"Dongming, Xie; Guohua, Jin"
"UHV49S5E","Hip bone morphometrics of bottlenose dolphins (Tursiops truncatus) from Adriatic Sea: Sex determination and postnatal development",2016,"Duras, Martina; Jagar, Ivona; Gomercic, Tomislav; Watson, Alastair; Skrtic, Darinka; Galov, Ana"
"IFM2PXAH","Density and abundance of the Irrawaddy dolphin, Orcaella brevirostris, in the Mahakam River of East Kalimantan, Indonesia: A comparison of survey techniques",2002,"Kreb, D."
"FBAG5SCS","The conservation of the potentially endangered Irrawady river dolphin Orcaella brevirostris in Chilka Lagoon, Orissa, India",1997,"Dhandapani, P."
"ANHB9S99","Status and conservation of freshwater populations of Irrawaddy dolphins.",2007,NA
"AXETXD4T","Long-term In-situ Monitoring of the Irrawaddy Dolphins (Orcaella brevirostris) in Borneo",2013,"Sugimatsu, Harumi; Kojima, Junichi; Ura, Tamaki; Bahl, Rajendar; Behera, Sandeep; Pattnaik, Ajit; Tomuro, Sabro; Kreb, Danielle"
"QV9PSJ9P","Geographical variation in skull morphology of the Irrawaddy Dolphin, Orcaella brevirostris (Owen in Gray, 1866)",2002,"Beasley, I.; Arnold, P.; Heinsohn, G."
"4EGER9A3","RECENT STRANDING INCIDENCES OF MARINE MAMMALS IN WEST BENGAL, INDIA",2009,"Yennawar, Prasanna L."
"BXGM53ZU","Irrawaddy dolphin demography in the Mekong River: an application of mark-resight models",2011,"Ryan, Gerard Edward; Dove, Verne; Trujillo, Fernando; Doherty, Paul F."
"APGA8E4B","Acoustic survey of Irrawaddy dolphin populations in Chilika lagoon: First test of a compact high-resolution device",2006,"Bahl, R.; Ura, T.; Sugimatsu, H.; Inoue, T.; Sakamaki, T.; Kojima, J.; Akamatsu, T.; Takahashi, H.; Behera, S. K.; Pattnaik, A. K.; Khan, Muntaz; Kar, S. K."
"XRWF96WS","Shark attacks on Irrawaddy dolphin in Chilika lagoon, India",2011,"Khan, Muntaz; Panda, Sudarsan; Pattnaik, Ajit Kumar; Guru, Bhikari Charan; Kar, Chandrasekhar; Subudhi, Madhusudan; Samal, Rajkishore"
"PTDCSN9Q","Habitat use and behaviour of Irrawaddy dolphins (Orcaella brevirostris) in the Mekong River of Laos",2002,"Stacey, Pam J.; Hvenegaard, Glen T."
"GCTTS2GN","Phylogenetic status of the Irrawaddy Dolphin Orcaella brevirostris (Owen in Gray): A cladistic analysis",1996,"Arnold, Peter W.; Heinsohn, George E."
"MPTHZFPE","The North West Cape, Western Australia: A Potential Hotspot for Indo-Pacific Humpback Dolphins Sousa chinensis?",2012,"Brown, Alex; Bejder, Lars; Cagnazzi, Daniele; Parra, Guido J.; Allen, Simon J."
"VDG7SPHZ","A review of the status of the Indo-Pacific humpback dolphin (Sousa chinensis) in Chinese waters",2004,"Jefferson, Thomas A.; Hung, Samuel K."
"IKS737TH","The Northernmost Distribution of Indo-Pacific Humpback Dolphin (Sousa chinensis) in the World: Evidence From Preliminary Survey in Ningde, China",2012,"Chen, Bing Yao; Zheng, Dong Mei; Wang, Lian; Xu, Xin Rong; Yang, Guang"
"Q8NMAP35","Molecular ecology meets remote sensing: environmental drivers to population structure of humpback dolphins in the Western Indian Ocean",2011,"Mendez, M.; Subramaniam, A.; Collins, T.; Minton, G.; Baldwin, R.; Berggren, P.; Sarnblad, A.; Amir, O. A.; Peddemors, V. M.; Karczmarski, L.; Guissamulo, A.; Rosenbaum, H. C."
"9S8AAWD2","Conservation and management of humpback dolphins: the South African perspective",2000,"Karczmarski, L."
"B45X5PRM","Abundance and site fidelity of Indo-Pacific Humpback dolphins in the Great Sandy Strait, Queensland, Australia",2011,"Cagnazzi, Daniele De Biasi; Harrison, Peter L.; Ross, Graham J. B.; Lynch, Peter"
"N7DD25PA","Estimates of abundance and apparent survival of coastal dolphins in Port Essington harbour, Northern Territory, Australia",2014,"Palmer, Carol; Brooks, Lyndon; Parra, Guido J.; Rogers, Tracey; Glasgow, Debra; Woinarski, John C. Z."
"MG29TMDI","Resource partitioning in sympatric delphinids: Space use and habitat preferences of Australian snubfin and Indo-Pacific humpback dolphins",2006,"Parra, G. J."
"8N6IIR4U","Aspects of behavioral ecology of Sotalia guianensis in Sepetiba Bay, southeast Brazil",2008,"Flach, Leonardo; Flach, Patricia A.; Chiarello, Adriano G."
"QVX7P7HR","Derivation and characterization of cell cultures from the skin of the Indo-Pacific humpback dolphin Sousa chinensis",2013,"Jin, Wei; Jia, Kuntong; Yang, Lili; Chen, Jialin; Wu, Yuping; Yi, Meisheng"
"C5JQ74HS","Behavioral response of Indo-Pacific humpback dolphin (Sousa chinensis) to vessel traffic",2003,"Ng, S. L.; Leung, S."
"6WZ7VFU5","Population sizes, site fidelity and residence patterns of Australian snubfin and Indo-Pacific humpback dolphins: Implications for conservation",2006,"Parra, G. J.; Corkeron, P. J.; Marsh, H."
"59259D4P","Ten guiding principles for the delineation of priority habitat for endangered small cetaceans",2011,"Ross, Peter S.; Barlow, Jay; Jefferson, Thomas A.; Hickie, Brendan E.; Lee, Tatiana; MacFarquhar, Christina; Parsons, E. Christien; Riehl, Kimberly N.; Rose, Naomi A.; Slooten, Elisabeth; Tsai, Chia-Yang; Wang, John Y.; Wright, Andrew J.; Yang, Shih Chu"
"MEKU88HH","Assessment of the Conservation Status of the Indian Ocean Humpback Dolphin (Sousa plumbea) Using the IUCN Red List Criteria",2015,"Braulik, Gill T.; Findlay, Ken; Cerchio, Salvatore; Baldwin, Robert"
"QIZKE65S","Spatial distribution of Indo-Pacific humpback dolphins (Sousa chinensis) at Richards Bay, South Africa: Environmental influences and behavioural patterns",2004,"Atkins, Shanan; Pillay, Neville; Peddemors, Victor M."
"R7I7XBIW","Behaviour of Indo-Pacific humpback dolphin, Sousa chinensis (Osbeck) in the Ashtamudi estuary, southwest coast of India",2012,"Bijukumar, A.; Smrithy, R."
"4VG2NERG","Group dynamics of humpback dolphins (Sousa chinensis) in the Algoa Bay region, South Africa",1999,"Karczmarski, L."
"9497ZM3W","SIGHTINGS AND BEHAVIORAL OBSERVATIONS OF INDO-PACIFIC HUMPBACK DOLPHINS SOUSA CHINENSIS (OSBECK, 1765) ALONG CHENNAI COAST, BAY OF BENGAL",2013,"Muralidharan, Rahul"
"5GPBK76W","Can the Indian Ocean Humpback Dolphin (Sousa plumbea) Survive in Sri Lanka? Occurrence of a Relict Population in Puttalam Lagoon",2014,"Nanayakkara, Ranil P.; Kusuminda, Tharaka; Jefferson, Thomas A."
"KVWFMMUH","Mapping cumulative impacts on Hong Kong's pink dolphin population",2015,"Marcotte, Danielle; Hung, Samuel K.; Caquard, Sebastien"
"F5P4HHTK","Population characteristics of Indo-Pacific humpback dolphins at Richards Bay, South Africa: implications for incidental capture in shark nets",2002,"Keith, M.; Peddemors, V. M.; Bester, M. N.; Ferguson, J. W. H."
"MJSPQRCF","Daylight behaviour of humpback dolphins Sousa chinensis in Algoa Bay, South Africa",1999,"Karczmarski, L.; Cockcroft, V. G."
"5JB8XQMS","Abundance, distribution and conservation of Chinese White Dolphins (Sousa chinensis) in Xiamen, China",2008,"Chen, Bingyao; Zheng, Dongmei; Zhai, Feifei; Xu, X.; Sun, P.; Wang, Q.; Yang, G."
"FV9D8NGI","Boat traffic affects the acoustic behaviour of Pacific humpback dolphins, Sousa chinensis",2001,"Van Parijs, S. M.; Corkeron, P."
"RMT2D7HD","Two social communities in the Pearl River Estuary population of Indo-Pacific humpback dolphins (Sousa chinensis)",2012,"Dungan, S. Z.; Hung, S. K.; Wang, J. Y.; White, B. N."
"MMFTHRH2","Differentiated or not? An assessment of current knowledge of genetic structure of Sousa chinensis in China",2012,"Lin, Wenzhi; Chang, Lihong; Frere, Celine H.; Zhou, Ruilian; Chen, Jialin; Chen, Xi; Wu, Yuping"
"K8FZ28DI","Quantitative observations on marine mammals and reptiles of Kuwait's Boubyan Island",2008,"Bishop, James M.; Alsaffar, Adel H."
"Q5XZX3P2","Area utilization patterns of humpback dolphins (Sousa plumbea) in Richards Bay, KwaZulu-Natal, South Africa",2013,"Keith, Mark; Atkins, Shanan; Johnson, Alice E.; Karczmarski, Leszek"
"EUVJM7EM","Distribution, abundance, and individual movements of Indo-Pacific humpback dolphins (Sousa chinensis) in the Pearl River Estuary, China",2010,"Chen, Tao; Hung, Samuel K.; Qiu, Yongsong; Jia, Xiaoping; Jefferson, Thomas A."
"N4KTCG8B","Dolphin-assisted cast net fishery in the Ashtamudi Estuary, south-west coast of India",2012,"Kumar, A. Biju; Smrithy, R.; Sathasivam, K."
"QZJZRW9S","Habitat use and preferences of Indo-Pacific humpback dolphins Sousa chinensis in Algoa Bay, South Africa",2000,"Karczmarski, L.; Cockcroft, V. G.; McLachlan, A."
"MHRQIB3E","Seasonal Distribution of Indo-Pacific Humpback Dolphins at an Estuarine Habitat: Influences of Upstream Rainfall",2015,"Lin, Tzu-Hao; Akamatsu, Tomonari; Chou, Lien-Siang"
"QGJ2WEDC","Cetaceans in the global centre of marine biodiversity",2014,"Ender, Anna Isabel; Muhajir; Mangubhai, Sangeeta; Wilson, Joanne R.; Purwanto; Muljadi, Andreas"
"WXQNGCWM","Habitat partitioning and fine scale population structure among insular bottlenose dolphins (Tursiops aduncus) in a tropical lagoon",2012,"Kiszka, Jeremy; Simon-Bouhet, Benoit; Gastebois, Caroline; Pusineri, Claire; Ridoux, Vincent"
"MKXC9AA5","Site fidelity and movements of humpback whales (Megaptera novaeangliae) on the Brazilian breeding ground, southwestern Atlantic",2010,"Wedekin, Leonardo L.; Neves, Mariana C.; Marcondes, Milton C. C.; Baracho, Clarencio; Rossi-Santos, Marcos R.; Engel, Marcia H.; Simoes-Lopes, Paulo C."
"X3A8DAG9","Humpback Whale Migration: what else needs to be known?",2010,"Andriolo, Artur; Zerbini, Alexandre N."
"THXHE2EH","Rediscovery of a humpback whale (Megaptera novaeangliae) feeding ground in the Straits of Magellan, Chile.",2003,"Gibbons, Jorge; Capella, Juan J.; Valladares, Carlos"
"TKH4RPDT","Photo-identification of humpback whales (Megaptera novaeangliae) in New Zealand waters and their migratory connections to breeding grounds of oceania",2007,"Constantine, Rochelle; Russell, Kirsty; Gibbs, Nadine; Childerhouse, Simon; Baker, C. Scott"
"WZBZTPW3","Sex differences in site fidelity and migration of humpback whales (Megaptera novaeangliae) to the Hawaiian Islands",1997,"Craig, A. S.; Herman, L. M."
"NKB4KWBS","Population identity of humpback whales (Megaptera novaeangliae) in the waters of the US mid-Atlantic states.",2002,"Barco, Susan G.; McLellan, William A.; Allen, Judith M.; Asmutis-Silvia, Regina A.; Mallon-Day, Richard; Meagher, Erin M.; Pabst, D. Ann; Robbins, Jooke; Seton, Rosemary E.; Swingle, W. Mark; Weinrich, Mason T.; Clapham, Phillip J."
"MR87JI4T","Photographic documentation of the migratory movement of a humpback whale (Megaptera novaeangliae) between east Australia and Antarctic Area 5.",1990,"Kaufman, G. D.; Osmond, M. G.; Ward, A. J.; Forestell, P. H."
"3UFN73QE","Southern Hemisphere humpback whales wintering off Central America: insights from water temperature into the longest mammalian migration",2007,"Rasmussen, Kristin; Palacios, Daniel M.; Calambokidis, John; Saborio, Marco T.; Dalla Rosa, Luciano; Secchi, Eduardo R.; Steiger, Gretchen H.; Allen, Judith M.; Stone, Gregory S."
"K23A3MID","Anatomic and computed tomographic atlas of the head of the newborn bottlenose dolphin (Tursiops truncatus)",2006,"Liste, Fernando; Palacio, Jorge; Ribes, Vicente; Alvarez-Clau, Ana; Dominguez, Luisa Fernandez; Corpa, Juan Manuel"
"2NPQFFTX","Survey of arctic bird migration and staging areas at the White Sea, in the autumns of 1999 and 2004.",2006,"Lehikoinen, Aleksi; Kondratyev, Alexander V.; Asanti, Timo; Gustafsson, Esko; Lamminsalo, Olli; Lapshin, Nikolay V.; Pessa, Jorma; Rusanen, Pekka"
"H2CJ39RM","Basal body temperature method for detecting ovarian cycle in the captive beluga (Delphinapterus leucas)",2006,"Katsumata, E.; Furuta, C.; Katsumata, H.; Watanabe, G.; Taya, K."
"ZXKRKR7K","Albatross species demonstrate regional differences in North Pacific marine contamination",2006,"Finkelstein, M.; Keitt, B. S.; Croll, D. A.; Tershy, B.; Jarman, W. M.; Rodriguez-Pastor, S.; Anderson, D. J.; Sievert, P. R.; Smith, D. R."
"FIB6VNRJ","Studies on electrical activity of the heart in the white whale Delphinapterus leucas",1991,"Galantsev, V. P.; Kupin, A. G.; Koval', E. Z.; Kuz'min, D. A.; Shereshkov, V. I.; Nikol'skii, O. R."
"UGDGE3PP","Trophic interactions in the St. Lawrence Estuary (Canada): Must the blue whale compete for krill?",2013,"Savenkoff, C.; Comtois, S.; Chabot, D."
"4C8HCHS9","Correlation of a strong Alaska Coastal Current with the presence of beluga whales Delphinapterus leucas near Barrow, Alaska",2013,"Stafford, Kathleen M.; Okkonen, Stephen R.; Clarke, Janet T."
"2RS4SSSP","A MODEL TO RESOLVE ORGANOCHLORINE PHARMACOKINETICS IN MIGRATING HUMPBACK WHALES",2014,"Cropp, Roger; Nash, Susan Bengtson; Hawker, Darryl"
"6VFWGHIH","Dispatches",2014,"Gewin, Virginia; Fela, Jen; Burton, Adrian; Deel, Lindsay; Bradbury, Jane"
"DBIT4AQZ","Belugas in the Mackenzie River estuary, NT, Canada: Habitat use and hot spots in the Tarium Niryutait Marine Protected Area",2014,"Harwood, Lois A.; Lacozza, John; Auld, James C.; Norton, Pamela; Loseto, Lisa"
"BHBTTUNM","Stomach temperature of narwhals (Monodon monoceros) during feeding events",2014,"Heide-Jørgensen, Mads Peter; Nielsen, Nynne H.; Hansen, Rikke G.; Blackwell, Susanna B."
"63DQ9WID","Forward shift of feeding buzz components of dolphins and belugas during associative learning reveals a likely connection to reward expectation, pleasure and brain dopamine activation",2014,"Ridgway, S. H.; Moore, P. W.; Carder, D. A.; Romano, T. A."
"AB44QI2U","Applied Andrology in Endangered, Exotic and Wildlife Species",2014,"Spindler, Rebecca; Keeley, Tamara; Satake, Nana"
